path`tdomain`tsplit`tfile_type`tbytes`trole
data/pddl/blocks/domain.pddl	blocks	domain	pddl	1394	PDDL domain definition for blocks.
data/pddl/blocks/test-extrapolation/probBLOCKS-10-0.pddl	blocks	test-extrapolation	pddl	569	PDDL problem instance for blocks/test-extrapolation problem probBLOCKS-10-0.
data/pddl/blocks/test-extrapolation/probBLOCKS-10-0.pddl.soln	blocks	test-extrapolation	pddl.soln	606	Reference solution plan for blocks/test-extrapolation problem probBLOCKS-10-0.
data/pddl/blocks/test-extrapolation/probBLOCKS-10-1.pddl	blocks	test-extrapolation	pddl	324	PDDL problem instance for blocks/test-extrapolation problem probBLOCKS-10-1.
data/pddl/blocks/test-extrapolation/probBLOCKS-10-1.pddl.soln	blocks	test-extrapolation	pddl.soln	880	Reference solution plan for blocks/test-extrapolation problem probBLOCKS-10-1.
data/pddl/blocks/test-extrapolation/probBLOCKS-10-2.pddl	blocks	test-extrapolation	pddl	324	PDDL problem instance for blocks/test-extrapolation problem probBLOCKS-10-2.
data/pddl/blocks/test-extrapolation/probBLOCKS-10-2.pddl.soln	blocks	test-extrapolation	pddl.soln	771	Reference solution plan for blocks/test-extrapolation problem probBLOCKS-10-2.
data/pddl/blocks/test-extrapolation/probBLOCKS-11-0.pddl	blocks	test-extrapolation	pddl	358	PDDL problem instance for blocks/test-extrapolation problem probBLOCKS-11-0.
data/pddl/blocks/test-extrapolation/probBLOCKS-11-0.pddl.soln	blocks	test-extrapolation	pddl.soln	576	Reference solution plan for blocks/test-extrapolation problem probBLOCKS-11-0.
data/pddl/blocks/test-extrapolation/probBLOCKS-11-1.pddl	blocks	test-extrapolation	pddl	371	PDDL problem instance for blocks/test-extrapolation problem probBLOCKS-11-1.
data/pddl/blocks/test-extrapolation/probBLOCKS-11-1.pddl.soln	blocks	test-extrapolation	pddl.soln	576	Reference solution plan for blocks/test-extrapolation problem probBLOCKS-11-1.
data/pddl/blocks/test-extrapolation/probBLOCKS-11-2.pddl	blocks	test-extrapolation	pddl	344	PDDL problem instance for blocks/test-extrapolation problem probBLOCKS-11-2.
data/pddl/blocks/test-extrapolation/probBLOCKS-11-2.pddl.soln	blocks	test-extrapolation	pddl.soln	935	Reference solution plan for blocks/test-extrapolation problem probBLOCKS-11-2.
data/pddl/blocks/test-extrapolation/probBLOCKS-12-0.pddl	blocks	test-extrapolation	pddl	378	PDDL problem instance for blocks/test-extrapolation problem probBLOCKS-12-0.
data/pddl/blocks/test-extrapolation/probBLOCKS-12-1.pddl	blocks	test-extrapolation	pddl	364	PDDL problem instance for blocks/test-extrapolation problem probBLOCKS-12-1.
data/pddl/blocks/test-extrapolation/probBLOCKS-12-1.pddl.soln	blocks	test-extrapolation	pddl.soln	799	Reference solution plan for blocks/test-extrapolation problem probBLOCKS-12-1.
data/pddl/blocks/test-extrapolation/probBLOCKS-13-0.pddl	blocks	test-extrapolation	pddl	398	PDDL problem instance for blocks/test-extrapolation problem probBLOCKS-13-0.
data/pddl/blocks/test-extrapolation/probBLOCKS-13-0.pddl.soln	blocks	test-extrapolation	pddl.soln	1265	Reference solution plan for blocks/test-extrapolation problem probBLOCKS-13-0.
